codigo;descricao
3.16.02.06-1;Bloqueio anestésico de simpático lombar
3.16.02.07-0;Bloqueio anestésico simpático
3.16.02.08-8;Bloqueio de articulação temporomandibular
3.16.02.09-6;Bloqueio de gânglio estrelado com anestésico local
3.16.02.10-0;Bloqueio de gânglio estrelado com neurolítico
3.16.02.11-8;Bloqueio de nervo periférico
3.16.02.12-6;Bloqueio facetário para-espinhoso
3.16.02.13-4;Bloqueio neurolítico de nervos cranianos ou cérvico-torácico
3.16.02.14-2;Bloqueio neurolítico do plexo celíaco, simpático lombar ou torácico
3.16.02.15-0;Bloqueio neurolítico peridural ou subaracnóideo
3.16.02.16-9;Bloqueio peridural ou subaracnóideo com corticoide
3.16.02.17-7;Bloqueio simpático por via venosa
3.16.02.18-5;Estimulação elétrica transcutânea
3.16.02.20-7;Instalação de bomba de infusão para analgesia em dor aguda ou crônica, por qualquer via
3.16.02.21-5;Laser – por sessão
3.16.02.22-3;Passagem de cateter peridural ou subaracnóideo com bloqueio de prova
3.16.03.01-7;Atendimento médico do plantonista em sala de recuperação pós- -anestésica geral ou pediátrica, por paciente, por hora (até 6 horas)
4.01.00.00-6;Código Procedimento Porte Custo Oper. ECG – TE
4.01.01.01-0;ECG convencional de até 12 derivações
4.01.01.02-9;ECG de alta resolução
4.01.01.06-1;Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria)
4.01.01.03-7;Teste ergométrico computadorizado (inclui ECG basal convencional)
4.01.01.04-5;Teste ergométrico convencional – 3 ou mais derivações simultâneas (inclui ECG basal convencional)
4.01.02.01-7;Bilimetria gástrica ou esofágica de 24 horas
4.01.02.02-5;Manometria computadorizada anorretal
4.01.02.03-3;Manometria computadorizada anorretal para biofeedback – 1ª sessão
4.01.02.04-1;Manometria computadorizada anorretal para biofeedback – demais sessões
4.01.02.05-0;Manometria esofágica computadorizada com teste provocativo
4.01.02.06-8;Manometria esofágica computadorizada sem teste provocativo
4.01.02.07-6;Manometria esofágica para localização dos esfincteres pré-pH-metria
4.01.02.09-2;pH-metria esofágica computadorizada com dois canais
4.01.02.10-6;pH-metria esofágica computadorizada com três canais
4.01.02.08-4;pH-metria esofágica computadorizada com um canal
4.01.03.01-3;Análise computadorizada da voz
4.01.03.02-1;Análise computadorizada de papila e/ou fibras nervosas – monocular
4.01.03.03-0;Análise computadorizada do segmento anterior – monocular
4.01.03.04-8;Audiometria (tipo Von Bekesy)
4.01.03.06-4;Audiometria de tronco cerebral (PEA) BERA
4.01.03.07-2;Audiometria tonal
4.01.03.08-0;Audiometria tonal limiar infantil condicionada – qualquer técnica – escolar
4.01.03.09-9;Audiometria vocal – pesquisa de limiar de discriminação
4.01.03.10-2;Audiometria vocal – pesquisa de limiar de inteligibilidade
4.01.03.11-0;Audiometria vocal com mensagem competitiva (SSI, SSW)
4.01.03.13-7;Campimetria computadorizada – monocular
4.01.03.15-3;Craniocorporografia
4.01.03.16-1;Decay do reflexo estapédico
4.01.03.17-0;EEG de rotina
4.01.03.18-8;EEG intraoperatório para monitorização cirúrgica (EEG/IO) – por hora de monitorização
4.01.03.23-4;Eletroencefalograma em vigília, e sono espontâneo ou induzido
4.01.03.20-0;EEG prolongado (até 2 horas)
4.01.03.26-9;Eletrococleografia (Ecochg)
4.01.03.27-7;Eletrocorticografia intraoperatória (ECOG) – por hora de monitorização
4.01.03.28-5;Eletroglotografia
4.01.03.30-7;Eletroneuromiografia de face bilateral
4.01.03.34-0;Eletroneuromiografia de segmento complementar
4.01.03.35-8;Eletroneuromiografia de segmento especial
4.01.03.31-5;Eletroneuromiografia de MMII
4.01.03.32-3;Eletroneuromiografia de MMSS
4.01.03.36-6;Eletroneuromiografia genitoperineal
4.01.03.24-2;Eletro-oculografia
4.01.03.25-0;Eletrorretinografia
4.01.03.37-4;"EMG com registro de movimento involuntário (teste dinâmico de escrita; estudo funcional de tremores)"
4.01.03.90-0;EMG de fibra única
4.01.03.38-2;EMG para monitoração de quimodenervação (por sessão)
4.01.03.39-0;EMG quantitativa
4.01.03.40-4;Espectrografia vocal
4.01.03.41-2;Gustometria
4.01.03.42-0;Imitanciometria de alta frequência
4.01.03.43-9;Impedanciometria – timpanometria
4.01.03.44-7;Método de Proetz (por sessão)
4.01.03.45-5;Otoemissões acústicas produto de distorção
4.01.03.46-3;Otoemissões evocadas transientes
4.01.03.48-0;Pesquisa de pares cranianos relacionados com o VIII PAR
4.01.03.50-1;Pesquisa do fenômeno de Tullio
4.01.03.51-0;Poligrafia com monitorização de vídeo em qualquer idade
4.01.03.52-8;Polissonografia de noite inteira (PSG) (inclui polissonogramas)
4.01.03.53-6;Polissonograma com EEG de noite inteira
4.01.03.54-4;Polissonograma com teste de CPAP nasal ou “Split Night”
4.01.03.55-2;Posturografia dinâmica computadorizada
4.01.03.56-0;Potencial evocado – P300
4.01.03.57-9;Potencial evocado auditivo de média latência (PEA-ML) bilateral
4.01.03.49-8;Potencial evocado auditivo de tronco cerebral (PEA-TC)
4.01.03.05-6;Potencial evocado auditivo Steady State (ASSR)
4.01.03.59-5;Potencial evocado genitocortical (PEGC)
4.01.03.60-9;Potencial evocado motor – PEM (bilateral)
4.01.03.61-7;Potencial evocado somatossensitivo – membros inferiores (PESS)
4.01.03.62-5;Potencial evocado somatossensitivo – membros superiores (PESS)
4.01.03.63-3;Potencial evocado visual (PEV)
4.01.03.58-7;Potencial somatossensitivo para localização funcional
4.01.03.88-9;Processamento auditivo central infantil (3 a 7 anos)
4.01.03.89-7;Processamento auditivo central (acima de 7 anos)
4.01.03.64-1;Provas de função tubária
4.01.03.68-4;Reflexo cutâneo-simpático
4.01.03.65-0;Registro do nistagmo pendular e optocinético
4.01.03.66-8;Rinomanometria computadorizada
4.01.03.67-6;Rinometria acústica
4.01.03.71-4;Teste de estimulação repetitiva
4.01.03.72-2;Teste de fístula perilinfática com eletronistagmografia
4.01.03.73-0;Teste de latências múltiplas de sono (TLMS) diurno pós-PSG
4.01.03.92-7;Teste do impulso cefálico ou vHIT (video head impulse test – vídeo HIT)
4.01.03.14-5;Variação de contingente negativo (PE/tardio)
4.01.03.74-9;Vectoeletronistagmografia – computadorizada
4.01.03.75-7;Videoeletroencefalografia (videoEEG) contínua não invasiva – a cada 12 horas
4.01.03.91-9;Videoeletroencefalograma contínua invasiva para avaliação de tratamento cirúrgico de epilepsia – a cada 12 horas 12A 54,138
4.01.03.76-5;Videonistagmografia infravermelha
4.01.04.01-0;Avaliação muscular por dinamometria computadorizada (isocinética) – por articulação
4.01.04.02-8;Cronaximetria
4.01.04.03-6;Curva I/T – medida de latência de nervo periférico
4.01.04.04-4;Ergotonometria músculo-esquelético (tetra, paraparesia e hemiparesia)
4.01.04.12-5;Sistema tridimensional de avaliação do movimento que inclui vídeo acoplado à plataforma da força e eletromiografia
4.01.05.01-6;Determinação das pressões respiratórias máximas
4.01.05.02-4;Determinação dos volumes pulmonares por diluição de gases
4.01.05.03-2;Determinação dos volumes pulmonares por pletismografia
4.01.05.04-0;Medida da difusão do monóxido de carbono
4.01.05.05-9;Medida de pico de fluxo expiratório
4.01.05.06-7;Medida seriada por 3 semanas do pico de fluxo expiratório
4.01.05.07-5;Prova de função pulmonar completa (ou espirometria)
4.01.05.08-3;Resistência das vias aéreas por oscilometria
4.01.05.09-1;Resistência das vias aéreas por pletismografia
4.02.00.00-0;Código Procedimento Porte Custo Oper. N° de Aux. ENDOSCOPIA DIAGNÓSTICA
4.02.01.01-5;Amnioscopia
4.02.01.02-3;Anuscopia (interna e externa)
4.02.01.30-9;Avaliação endoscópica da deglutição (FEES)
4.02.01.03-1;Broncoscopia com biópsia transbrônquica
4.02.01.05-8;Broncoscopia com ou sem aspirado ou lavado brônquico bilateral
4.02.01.06-6;Cistoscopia e/ou uretroscopia
4.02.01.07-4;Colangiopancreatografia retrógrada endoscópica
4.02.01.08-2;Colonoscopia (inclui a retossigmoidoscopia)
4.02.01.09-0;Colonoscopia com magnificação
4.02.01.10-4;Ecoendoscopia alta
4.02.01.11-2;Ecoendoscopia baixa
4.02.01.12-0;Endoscopia digestiva alta
4.02.01.33-3;Endoscopia digestiva alta com cromoscopia
4.02.01.13-9;Endoscopia digestiva alta com cromoscopia e magnificação
4.02.01.14-7;Enteroscopia (push enteroscopia)
4.02.01.34-1;Enteroscopia do intestino delgado com cápsula endoscópica
4.02.01.15-5;Histeroscopia diagnóstica com biópsia
4.02.01.16-3;Laparoscopia
4.02.01.31-7;Medida de pressão de varizes de esôfago endoscópica
4.02.01.17-1;Retossigmoidoscopia flexível
4.02.01.18-0;Retossigmoidoscopia rígida
4.02.01.27-9;Ureteroscopia flexível unilateral
4.02.01.28-7;Ureteroscopia rígida unilateral
4.02.01.19-8;Videoendoscopia do esfíncter velo-palatino com ótica flexível
4.02.01.21-0;Videoendoscopia nasossinusal com ótica flexível
4.02.01.22-8;Videoendoscopia nasossinusal com ótica rígida
4.02.01.25-2;Videofaringolaringoscopia com endoscópio flexível
4.02.01.26-0;Videofaringolaringoscopia com endoscópio rígido
4.02.01.23-6;Videolaringoestroboscopia com endoscópio flexível
4.02.01.24-4;Videolaringoestroboscopia com endoscópio rígido
4.02.01.32-5;Videoquimografia laríngea
4.02.02.01-1;Aritenoidectomia microcirúrgica endoscópica
4.02.02.78-0;Biópsia endoscópica por órgão
4.02.02.04-6;Biópsias por laparoscopia
4.02.02.05-4;Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico
4.02.02.82-8;Calibração endoscópica de balão de longa permanência
4.02.02.06-2;Cecostomia
4.02.02.07-0;Cistoenterostomia com colocação de prótese ou dreno
4.02.02.08-9;Colagem de fístula por via endoscópica
4.02.02.09-7;Colocação de cânula sob orientação endoscópica
4.02.02.10-0;Colocação de cateter para braquiterapia endobrônquica
4.02.02.11-9;Colocação de prótese coledociana por via endoscópica
4.02.02.12-7;Colocação de prótese traqueal ou brônquica
4.02.02.80-1;Colocação endoscópica de balão intragástrico de curta permanência (6 meses)
4.02.02.81-0;Colocação endoscópica de balão intragástrico de longa permanência (9 a 12 meses)
4.02.02.66-6;Colonoscopia com biópsia e/ou citologia
4.02.02.67-4;Colonoscopia com dilatação segmentar
4.02.02.70-4;Colonoscopia com estenostomia
4.02.02.13-5;Colonoscopia com cromoscopia e magnificação
4.02.02.71-2;Colonoscopia com mucosectomia
4.02.02.75-5;Colonoscopia com tratamento de fístula
4.02.02.14-3;Descompressão colônica por colonoscopia
4.02.02.15-1;Desobstrução brônquica com laser ou eletrocautério
4.02.02.16-0;Desobstrução brônquica por broncoaspiração
4.02.02.17-8;Dilatação de estenose laringo-traqueo-brônquica
4.02.02.18-6;Dilatação instrumental do esôfago, estômago ou duodeno
4.02.02.19-4;Dilatação instrumental e injeção de substância medicamentosa por endoscopia
4.02.02.20-8;Diverticulotomia
4.02.02.21-6;Drenagem cavitária por laparoscopia
4.02.02.79-8;Ecobroncoscopia com punção aspirativa com agulha fina 10B 105,610
4.02.02.22-4;Ecoendoscopia com cistoenterostomia
4.02.02.23-2;Ecoendoscopia com neurólise de plexo celíaco
4.02.02.24-0;Ecoendoscopia com punção por agulha
4.02.02.61-5;Endoscopia digestiva alta com biópsia e teste de urease (pesquisa Helicobacter pylori)
4.02.02.03-8;Endoscopia digestiva alta com biópsia e/ou citologia
4.02.02.74-7;Endoscopia digestiva alta com cromoscopia e biópsia e/ou citologia
4.02.02.25-9;Esclerose ou hemostasia química de varizes e outras patologias hemorrágicas do esôfago, estômago ou duodeno
4.02.02.26-7;Estenostomia endoscópica
4.02.02.28-3;Gastrostomia endoscópica
4.02.02.29-1;Hemostasia mecânica do esôfago, estômago ou duodeno
4.02.02.30-5;Hemostasia térmica do esôfago, estômago ou duodeno
4.02.02.31-3;Hemostasias de cólon
4.02.02.33-0;Injeção de substância química, não hemostáticas, por endoscopia
4.02.02.34-8;Introdução de prótese no esôfago
4.02.02.35-6;Jejunostomia endoscópica
4.02.02.36-4;Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma
4.02.02.37-2;Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível)
4.02.02.39-9;Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma
4.02.02.76-3;Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor
4.02.02.42-9;Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido)
4.02.02.43-7;Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível
4.02.02.44-5;Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal
4.02.02.45-3;Ligadura elástica do esôfago, estômago ou duodeno
4.02.02.47-0;Mucosectomia do esôfago, estômago ou duodeno
4.02.02.49-6;Papilotomia biópsia e/ou citologia biliar e pancreática
4.02.02.50-0;Papilotomia e dilatação biliar ou pancreática
4.02.02.51-8;Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar)
4.02.02.52-6;Papilotomia, dilatação e colocação de prótese ou dreno biliar ou pancreático
4.02.02.53-4;Passagem de sonda nasoenteral
4.02.02.54-2;Polipectomia de cólon (independentemente do número de pólipos)
4.02.02.55-0;Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos)
4.02.02.56-9;Retirada de corpo estranho do cólon
4.02.02.57-7;Retirada de corpo estranho do esôfago, estômago ou duodeno
4.02.02.58-5;Retirada de corpo estranho no brônquio ou brônquico
4.02.02.59-3;Retirada de tumor ou papiloma por broncoscopia
4.02.02.83-6;Retirada endoscópica de balão intragástrico
4.02.02.69-0;Retossigmoidoscopia flexível com biópsia e/ou citologia
4.02.02.68-2;Retossigmoidoscopia flexível com polipectomia
4.02.02.72-0;Retossigmoidoscopia rígida com biópsia e/ou citologia
4.02.02.73-9;Retossigmoidoscopia rígida com polipectomia
4.02.02.60-7;Tamponamento de varizes do esôfago e estômago
4.02.02.62-3;Traqueostomia por punção percutânea
4.02.02.63-1;Tratamento endoscópico de hemoptise
4.02.02.64-0;Uretrotomia endoscópica
4.03.00.00-5;Código Procedimento Porte Custo Oper. BIOQUÍMICA
4.03.01.01-0;3-metil histidina, dosagem no soro 0,10 de 1A
4.03.01.02-8;5-nucleotidase, dosagem 0,10 de 1A
4.03.22.35-1;10,11-epóxido carbamazepina, soro 0,04 de 1A
4.03.01.03-6;Acetaminofeno, dosagem 0,10 de 1A
4.03.01.04-4;Acetilcolinesterase, em eritrócitos, dosagem 0,10 de 1A
4.03.01.05-2;Acetona, dosagem no soro 0,10 de 1A
4.03.01.06-0;Ácido ascórbico (vitamina C), dosagem 0,10 de 1A
4.03.01.07-9;Ácido beta hidroxi-butírico, dosagem 0,10 de 1A
4.03.22.28-9;Ácido cítrico (Citrato), dosagem no esperma 0,01 de 1A
4.03.22.27-0;Ácido cítrico (Citrato), dosagem no sangue 0,04 de 1A
4.03.01.08-7;Ácido fólico, dosagem nos eritrócitos 0,10 de 1A
4.03.22.15-7;Ácido fitânico
4.03.01.09-5;Ácido glioxílico, pesquisa e/ou dosagem 0,10 de 1A
4.03.22.16-5;Ácido hialurônico (líquido sinovial) 0,25 de 1A 17,898
4.03.01.10-9;Ácido láctico (lactato), dosagem 0,01 de 1A
4.03.02.88-1;Ácido micofenólico, dosagem soro 0,50 de 1A 35,476
4.03.01.11-7;Ácido orótico, dosagem 0,75 de 1A 45,234
4.03.01.12-5;Ácido oxálico, dosagem 0,10 de 1A
4.03.01.13-3;Ácido pirúvico, dosagem 0,25 de 1A
4.03.01.14-1;Ácido siálico, dosagem 0,04 de 1A
4.03.01.15-0;Ácido úrico, dosagem 0,01 de 1A
4.03.01.16-8;Ácido valproico, dosagem 0,10 de 1A
4.03.01.17-6;Ácidos biliares, dosagem 0,25 de 1A
4.03.02.89-0;Ácidos graxos cadeia longa
4.03.02.90-3;Ácidos graxos cadeia muito longa
4.03.01.18-4;Ácidos graxos livres, dosagem 0,10 de 1A
4.03.01.19-2;Ácidos orgânicos (perfil quantitativo) 0,75 de 1A 35,000
4.03.01.20-6;Acilcarnitinas (perfil qualitativo) 0,75 de 1A 29,970
4.03.01.21-4;Acilcarnitinas (perfil quantitativo) 0,75 de 1A 44,955
4.03.01.22-2;Albumina, dosagem 0,01 de 1A
4.03.22.37-8;Albumina, liquor 0,01 de 1A
4.03.01.23-0;Aldolase, dosagem 0,01 de 1A
4.03.01.24-9;Alfa-1-antitripsina, dosagem no soro 0,01 de 1A
4.03.01.25-7;Alfa-1-glicoproteína ácida, dosagem 0,01 de 1A
4.03.01.26-5;Alfa-2-macroglobulina, dosagem 0,01 de 1A
4.03.22.38-6;Alfa-galactosidade, dosagem plasmática 0,25 de 1A 26,152
4.03.22.36-0;Alfa fetoproteína L3, liquor 0,04 de 1A
4.03.22.39-4;Alfa L-iduronase, plasma 0,25 de 1A 20,711
4.03.01.27-3;Alumínio, dosagem no soro 0,10 de 1A
4.03.02.13-0;Amilase ou alfa-amilase, isoenzimas, dosagem 0,10 de 1A
4.03.01.28-1;Amilase, dosagem 0,01 de 1A
4.03.22.56-4;Amiloidose – TTR
4.03.01.29-0;Aminoácidos, fracionamento e quantificação 0,75 de 1A 20,000
4.03.01.30-3;Amiodarona, dosagem 0,25 de 1A 13,455
4.03.01.31-1;Amitriptilina, nortriptilina (cada), dosagem 0,10 de 1A
4.03.01.32-0;Amônia, dosagem 0,10 de 1A
4.03.01.33-8;Anfetaminas, dosagem 0,75 de 1A 11,385
4.03.01.34-6;Antibióticos, dosagem no soro, cada 0,10 de 1A
4.03.01.35-4;Apolipoproteína A (Apo A), dosagem 0,01 de 1A
4.03.01.36-2;Apolipoproteína B (Apo B), dosagem 0,01 de 1A
4.03.01.37-0;Barbitúricos, antidepressivos tricíclicos (cada), dosagem 0,10 de 1A
4.03.01.74-5;Benzodiazepínicos e similares (cada), dosagem 0,10 de 1A
4.03.01.38-9;Beta-glicuronidase, dosagem 0,25 de 1A
4.03.22.40-8;Bicarbonato na urina, amostra isolada 0,10 de 1A
4.03.01.39-7;Bilirrubinas (direta, indireta e total), dosagem 0,01 de 1A
4.03.01.41-9;Cálcio iônico, dosagem 0,04 de 1A
4.03.01.40-0;Cálcio, dosagem 0,01 de 1A
4.03.01.42-7;Capacidade de fixação de ferro, dosagem 0,01 de 1A
4.03.01.43-5;Carbamazepina, dosagem 0,10 de 1A
4.03.01.44-3;Carnitina livre, dosagem 0,25 de 1A
4.03.01.45-1;Carnitina total e frações, dosagem 0,75 de 1A 29,970
4.03.01.46-0;Caroteno, dosagem 0,01 de 1A
4.03.21.70-3;Ceftriaxona, dosagem 0,25 de 1A 27,180
4.03.01.47-8;Ceruloplasmina, dosagem 0,01 de 1A
4.03.01.48-6;Ciclosporina, metotrexato (cada), dosagem 0,25 de 1A
4.03.01.49-4;Clearance de ácido úrico 0,04 de 1A
4.03.01.50-8;Clearance de creatinina 0,04 de 1A
4.03.01.51-6;Clearance de fosfato 0,04 de 1A
4.03.01.52-4;Clearance de ureia 0,04 de 1A
4.03.01.53-2;Clearance osmolar 0,04 de 1A
4.03.21.71-1;Clindamicina, dosagem 0,10 de 1A 13,800
4.03.21.72-0;Clobazam, dosagem 0,25 de 1A 13,916
4.03.01.54-0;Clomipramina, dosagem 0,10 de 1A
4.03.21.73-8;Clonazepan, dosagem 0,10 de 1A
4.03.01.55-9;Cloro, dosagem 0,01 de 1A
4.03.21.75-4;Clozapina, dosagem 0,25 de 1A 16,916
4.03.01.56-7;Cobre, dosagem 0,10 de 1A
4.03.22.43-2;Cobre eritrocitário, dosagem 0,04 de 1A
4.03.01.57-5;Cocaína, dosagem 0,75 de 1A 11,178
4.03.01.58-3;Colesterol (HDL), dosagem 0,01 de 1A
4.03.01.59-1;Colesterol (LDL), dosagem 0,01 de 1A
4.03.02.69-5;Colesterol (VLDL), dosagem 0,01 de 1A
4.03.01.60-5;Colesterol total, dosagem 0,01 de 1A
4.03.21.76-2;Colinesterase com inibição de dibucaína 0,25 de 1A 27,219
4.03.01.61-3;Cotinina, dosagem 0,75 de 1A
4.03.01.62-1;Creatina, dosagem 0,01 de 1A
4.03.01.63-0;Creatinina, dosagem 0,01 de 1A
4.03.01.66-4;Creatino-fosfoquinase – fração MB – atividade, dosagem 0,10 de 1A
4.03.01.65-6;Creatino-fosfoquinase – fração MB – massa, dosagem 0,10 de 1A
4.03.01.64-8;Creatino-fosfoquinase total (CK), dosagem 0,04 de 1A
4.03.01.67-2;Cromatografia de aminoácidos (perfil qualitatitivo), dosagem 0,10 de 1A
4.03.01.68-0;Curva glicêmica (4 dosagens) via oral ou endovenosa 0,10 de 1A
4.03.22.30-0;Curva glicêmica clássica (5 dosagens) 0,04 de 1A
4.03.21.02-9;Deficiência da MCAD 0,25 de 1A 13,397
4.03.01.69-9;Desidrogenase alfa-hidroxibutírica, dosagem 0,01 de 1A
4.03.01.70-2;Desidrogenase glutâmica, dosagem 0,01 de 1A
4.03.01.71-0;Desidrogenase isocítrica, dosagem 0,01 de 1A
4.03.01.73-7;Desidrogenase láctica – isoenzimas fracionadas, dosagem 0,10 de 1A
4.03.01.72-9;Desidrogenase láctica, dosagem 0,01 de 1A
4.03.22.57-2;Determinação da razão dos níveis séricos in vitro da tirosina-quinase-1 semelhante a fms solúvel (sFlt-1): fator de crescimento placentário (PlGF)
4.03.01.75-3;Digitoxina ou digoxina, dosagem 0,10 de 1A
4.03.21.77-0;Disopiramida, dosagem 0,50 de 1A 34,443
4.03.21.78-9;Dissulfiram, dosagem
4.03.21.09-6;Dosagem de ferro em tecido hepático 0,50 de 1A 47,227
4.03.21.79-7;Doxepina, dosagem 0,25 de 1A 17,301
4.03.21.14-2;Efexor, dosagem 0,50 de 1A 51,325
4.03.01.77-0;Eletroforese de glicoproteínas 0,10 de 1A
4.03.01.78-8;Eletroforese de lipoproteínas 0,10 de 1A
4.03.01.76-1;Eletroforese de proteínas 0,10 de 1A
4.03.02.71-7;Eletroforese de proteínas de alta resolução 0,10 de 1A
4.03.01.79-6;Enolase, dosagem 0,25 de 1A
4.03.01.80-0;Etossuximida, dosagem 0,10 de 1A
4.03.22.31-9;Everolimus, dosagem 0,10 de 1A 11,487
4.03.01.81-8;Fenilalanina, pesquisa e/ou dosagem 0,01 de 1A
4.03.01.82-6;Fenitoína, dosagem 0,10 de 1A
4.03.01.83-4;Fenobarbital, dosagem 0,10 de 1A
4.03.01.84-2;Ferro sérico, dosagem 0,01 de 1A
4.03.21.80-0;Flunitrazepam, dosagem 0,50 de 1A 28,988
4.03.21.81-9;Fluoxetina, dosagem 0,25 de 1A 23,453
4.03.01.85-0;Formaldeído, dosagem 0,10 de 1A
4.03.01.87-7;Fosfatase ácida total, dosagem 0,01 de 1A
4.03.01.86-9;Fosfatase ácida, dosagem 0,01 de 1A
4.03.01.89-3;Fosfatase alcalina com fracionamento de isoenzimas, dosagem 0,10 de 1A
4.03.01.90-7;Fosfatase alcalina fração óssea – Elisa, pesquisa e/ou dosagem 0,10 de 1A
4.03.01.91-5;Fosfatase alcalina termoestável, dosagem 0,01 de 1A
4.03.01.88-5;Fosfatase alcalina, dosagem 0,01 de 1A
4.03.01.92-3;Fosfolipídios, dosagem 0,01 de 1A
4.03.01.93-1;Fósforo, dosagem 0,01 de 1A
4.03.01.94-0;Fósforo, prova de reabsorção tubular, dosagem 0,01 de 1A
4.03.01.95-8;Frutosaminas (proteínas glicosiladas), dosagem 0,01 de 1A
4.03.01.96-6;Frutose, dosagem 0,01 de 1A
4.03.21.82-7;Galactocerebrosidase, dosagem 0,50 de 1A 46,355
4.03.01.98-2;Galactose 1-fosfatouridil transferase, dosagem 0,75 de 1A 17,982
4.03.01.97-4;Galactose, dosagem 0,04 de 1A
4.03.01.99-0;Gama-glutamil transferase, dosagem 0,01 de 1A
4.03.02.01-6;Gasometria (pH, pCO2, SA, O2, excesso base), dosagem 0,10 de 1A
4.03.02.02-4;Gasometria + Hb + Ht + Na + K + Cl + Ca + glicose + lactato (quando efetuado no gasômetro), dosagem 0,10 de 1A
4.03.02.03-2;Glicemia após sobrecarga com dextrosol ou glicose, dosagem 0,04 de 1A
4.03.02.04-0;Glicose 0,01 de 1A
4.03.02.05-9;Glicose-6-fosfato desidrogenase (G6FD), dosagem 0,01 de 1A
4.03.02.06-7;Haptoglobina, dosagem 0,01 de 1A
4.03.02.07-5;Hemoglobina glicada (A1 total), dosagem 0,10 de 1A
4.03.02.73-3;Hemoglobina glicada (Fração A1c), dosagem 0,10 de 1A
4.03.02.08-3;Hemoglobina plasmática livre, dosagem 0,04 de 1A
4.03.02.09-1;Hexosaminidase A, dosagem 0,75 de 1A 27,684
4.03.02.10-5;Hidroxiprolina, dosagem 0,10 de 1A
4.03.02.11-3;Homocisteína, dosagem 0,10 de 1A
4.03.21.20-7;Homocistina, dosagem 0,04 de 1A
4.03.21.22-3;Imipenem, dosagem (Carbapenem, dosagem – Meropenem e Imipenem) 0,01 de 1A
4.03.22.17-3;Iduronato-2 sulfatase, dosagem 0,25 de 1A 16,624
4.03.02.12-1;Imipramina – desipramina, dosagem 0,10 de 1A
4.03.02.72-5;Imunofixação – cada fração 0,10 de 1A
4.03.22.46-7;Índice de ácido úrico/creatinina 0,01 de 1A
4.03.22.47-5;Índice de cálcio/creatinina 0,01 de 1A
4.03.22.48-3;Índice de proteína/creatinina 0,01 de 1A
4.03.21.23-1;Índice de saturação de ferro 0,01 de 1A
4.03.02.14-8;Isomerase fosfo-hexose, dosagem 0,01 de 1A
4.03.02.15-6;Isoniazida, dosagem 0,10 de 1A
4.03.21.31-2;Itraconazol 0,50 de 1A 46,292
4.03.02.16-4;Lactose, teste de tolerância 0,10 de 1A
4.03.02.74-1;Lamotrigina, pesquisa e/ou dosagem 0,75 de 1A 27,684
4.03.02.17-2;Leucino aminopeptidase, dosagem 0,01 de 1A
4.03.21.34-7;Levetiracetam, dosagem 0,25 de 1A 22,790
4.03.02.18-0;Lidocaína, dosagem 0,10 de 1A
4.03.02.20-2;Lipase lipoproteica, dosagem 0,10 de 1A
4.03.02.19-9;Lipase, dosagem 0,01 de 1A
4.03.02.63-6;Lipídios totais, dosagem 0,01 de 1A
4.03.02.21-0;Lipoproteína (a) – Lp (a), dosagem 0,01 de 1A
4.03.02.22-9;Lítio, dosagem 0,01 de 1A
4.03.21.91-6;Lorazepam, dosagem 0,25 de 1A 19,141
4.03.02.23-7;Magnésio, dosagem 0,01 de 1A
4.03.02.64-4;Maltose, teste de tolerância 0,10 de 1A
4.03.21.96-7;Manganês sérico, dosagem 0,04 de 1A
4.03.21.97-5;Maprotilina, dosagem 0,25 de 1A 21,971
4.03.21.38-0;Marcadores cardíacos diagnósticos 0,25 de 1A 21,111
4.03.21.98-3;Midazolam, dosagem 0,50 de 1A 59,322
4.03.02.24-5;Mioglobina, dosagem 0,10 de 1A
4.03.02.65-2;Mucopolissacaridose, dosagem 0,10 de 1A
4.03.22.18-1;N-Acetilgalactosaminidase, dosagem 0,10 de 1A 11,719
4.03.22.19-0;N-Acetilglicosaminidase, dosagem 0,10 de 1A 12,545
4.03.02.25-3;Nitrogênio amoniacal, dosagem 0,10 de 1A
4.03.02.26-1;Nitrogênio total, dosagem 0,10 de 1A
4.03.21.41-0;Neurontin 0,25 de 1A 23,011
4.03.02.67-9;Ocitocinase, dosagem 0,10 de 1A
4.03.02.27-0;Osmolalidade, dosagem 0,01 de 1A
4.03.02.28-8;Oxcarbazepina, dosagem 0,10 de 1A
4.03.02.76-8;PAPP-A, dosagem e/ou pesquisa
4.03.21.46-0;Paroxetina, dosagem 0,50 de 1A 45,324
4.03.02.77-6;Peptídeo natriurético BNP/PROBNP, dosagem 0,10 de 1A
4.03.22.22-0;Pentaclorofenol, dosagem 0,10 de 1A 10,149
